economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Ghana,GHA,118187340,1.193258523,1,32,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,3,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,3,,3,,1,0,4,1,4,4,4,1,1,1,1,0
Ghana,GHA,165244252,0.959757073,2,20,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,1,2,1,2,1,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,1,1,2,1,1,1,1,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,1,2,2,4,4,2,1,1,1,1,0
Ghana,GHA,125306864,0.394931029,1,17,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,2,,,4,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,3,2,,,,,1,1,2,2,1,,2,2,1,3,2,1,,0,0,4,5,4,2,4,5,1,2,0,0
Ghana,GHA,125785000,0.975852641,1,20,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,2,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,3,1,2,1,,0,1,2,4,4,4,4,1,1,2,1,0
Ghana,GHA,125469957,0.340630218,2,18,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,2,2,2,,,,2,2,1,2,1,2,1,,2,1,1,1,1,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,1,1,2,2,1,,1,1,1,2,4,1,,1,1,1,4,4,2,4,1,1,1,1,1
Ghana,GHA,118146758,0.665882598,2,28,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,1,2,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,150312407,0.411026697,2,27,2,5,1,2,1,1,1,2,2,1,4,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,2,2,2,2,,8,,,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,2,4,4,4,2,1,1,1,1,0
Ghana,GHA,161020374,0.780226261,1,30,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,,,,,2,,,2,1,2,,,,1,1,,2,2,2,1,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,3,,,,,,1,2,1,1,1,1,,1,1,4,4,4,5,4,5,1,1,0,0
Ghana,GHA,144259149,1.648449594,2,25,1,5,1,2,1,1,1,2,2,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,2,2,2,2,,1,3,1,1,2,2,1,1,1,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,3,1,1,1,1,0
Ghana,GHA,187417361,1.015342871,1,25,2,3,1,2,1,1,1,2,2,2,,,1,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,2,,0,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,160459372,0.562410403,1,21,1,1,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,198411965,0.813226753,1,32,1,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,3,2,1,3,,,2,1,2,,,,3,2,3,2,2,2,2,,8,,,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,124612693,1.097785146,1,22,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,2,2,1,1,2,2,1,,1,1,2,1,2,1,,0,1,4,4,3,2,2,5,2,2,0,0
Ghana,GHA,197409926,0.479878536,2,23,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,2,,1,0,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,161373094,0.721116431,2,42,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,3,2,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,203738017,0.477039213,2,40,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,1,1,2,,,2,1,2,,,,2,2,2,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,1,0
Ghana,GHA,165122734,0.607831204,1,24,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,1,2,2,2,1,,4,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,1,1,4,4,4,4,4,1,1,2,1,1
Ghana,GHA,196340701,0.980258295,2,38,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,1,2,2,1,2,4,3,3,1,1,,,1,1,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,1,2,2,2,1,,1,1,3,3,1,1,,1,1,1,4,4,2,2,1,1,2,1,1
Ghana,GHA,155762086,2.81570449,2,52,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,4,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,4,4,4,2,4,2,2,2,0,0
Ghana,GHA,194439731,0.479878536,2,20,2,5,1,2,1,1,1,1,2,1,1,2,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,1,2,2,2,2,1,2,1,1,1,,,2,,,,2,,,,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,0,1,4,4,4,4,1,1,1,1,0
Ghana,GHA,179740415,0.332865319,2,29,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,3,2,1,2,1,2,1,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,6,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,1,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,111146058,0.332865319,2,30,2,4,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,2,,,,2,2,1,2,2,2,2,,1,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,1,1,3,1,,1,1,1,4,4,4,2,1,1,1,1,1
Ghana,GHA,123796803,0.306325514,1,23,2,5,1,2,1,1,1,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,,,1,1,1,1,1,2,,2,1,2,,,,2,2,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,3,1,1,4,3,2,,1,1,4,1,4,4,2,1,1,1,1,1
Ghana,GHA,143417869,1.117319711,1,26,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,2,1,1,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,2,1,,0,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,125147191,0.306325514,1,30,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,1,1,2,2,2,,,2,2,2,,,,2,1,2,2,2,2,2,,1,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,3,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,128991159,0.901090465,1,23,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,3,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,4,1,2,1,,1,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,206215623,0.390113131,1,25,2,5,1,2,1,1,1,1,2,2,,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,1,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,1,4,4,4,1,5,1,1,1,0
Ghana,GHA,166151626,0.522590304,1,35,2,1,1,2,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,133884355,0.325863541,2,34,2,1,1,2,1,1,0,,,1,2,,2,1,2,,,,2,,1,2,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,1,4,4,5,1,1,1,0
Ghana,GHA,178552428,0.797606961,1,27,1,4,1,2,1,1,1,2,2,2,,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,3,2,2,2,2,2,2,,8,,,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,3,3,3,,1,,0,0,2,4,4,4,2,1,1,1,1,0
Ghana,GHA,171501303,0.928762304,1,19,2,4,2,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,2,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,3,1,2,1,2,2,,1,1,4,1,4,4,4,1,1,1,1,0
Ghana,GHA,208231596,0.306325514,2,30,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,1,1,2,1,1,1,,2,2,2,,,,2,1,1,2,2,2,2,,1,1,1,1,1,,,1,1,,,1,2,2,,,2,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,1,1,1,1,2,1,,1,0,1,4,4,1,3,1,1,2,1,1
Ghana,GHA,187031031,1.850983323,1,56,2,1,2,2,1,1,1,2,2,2,,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,,,1,1,1,2,2,,,2,2,2,,,,2,1,2,2,2,2,2,,6,3,2,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,3,3,1,,1,1,4,4,4,4,4,2,1,2,1,0
Ghana,GHA,206872842,0.306325514,2,27,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,1,1,1,1,,2,2,2,,,,2,2,1,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,1,2,1,2,2,1,,1,1,4,4,4,1,4,1,1,1,1,1
Ghana,GHA,194755964,0.928762304,1,24,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,,,,,,,1,1,,2,1,2,,,,2,2,2,2,2,2,2,,2,1,1,1,2,1,1,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,2,1,2,0,0
Ghana,GHA,211018978,0.792950147,2,20,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,2,1,1,1,2,,2,2,1,2,2,2,2,,6,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,2,,1,1,4,4,4,4,2,1,1,1,1,1
Ghana,GHA,157047688,0.780226261,1,25,2,5,2,1,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,8,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,174023342,1.777681951,2,21,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,4,1,4,1,,1,0,4,4,4,2,4,1,1,1,1,0
Ghana,GHA,140715908,1.103330005,1,20,2,3,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,1,1,1,1,1,,2,1,2,,,,2,2,2,2,2,2,2,,4,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,1,4,4,4,4,4,1,1,2,1,1
Ghana,GHA,208897984,0.913661288,2,38,2,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,4,2,1,1,2,1,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,1,3,,1,1,4,4,4,4,2,2,1,1,0,0
Ghana,GHA,160003332,0.948601452,1,35,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,2,5,2,2,0,0
Ghana,GHA,137912223,2.013584471,1,48,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,1,0
Ghana,GHA,206260718,0.395429802,2,29,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,2,3,2,2,0,0
Ghana,GHA,130933247,1.436596417,2,25,1,1,1,1,1,1,0,2,2,2,,,2,1,2,,,,2,,2,,2,,,,,,,,,,2,3,2,3,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,4,5,1,2,0,0
Ghana,GHA,147674519,0.306325514,2,34,2,3,1,1,1,1,0,2,1,1,2,,1,2,2,,,,1,2,1,1,2,,,,,,,,,,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,1,2,2,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,1,4,4,4,4,4,3,1,1,1,0
Ghana,GHA,150856804,0.925736402,2,38,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,3,2,,1,1,1,1,1,1,2,2,1,3,2,1,1,,,1,1,,,1,2,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,132904853,0.746872051,2,33,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,1,3,2,,1,2,2,1,2,1,1,1,1,2,2,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,2,1,1,2,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,170540398,0.504506027,2,24,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,,,,,1,2,,2,2,2,,,,2,2,,2,2,2,1,,5,2,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,1,1,4,4,4,2,4,1,1,2,0,0
Ghana,GHA,184666876,0.59256065,2,24,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,3,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,2,1,3,2,1,,1,0,2,4,4,2,2,1,1,1,1,0
Ghana,GHA,145287563,0.959976148,2,21,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,2,1,2,,,,1,2,1,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,4,1,4,1,,1,1,4,4,4,4,4,1,1,1,0,0
Ghana,GHA,202469830,1.662551739,2,57,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,3,2,2,3,2,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,2,1,1,,1,1,4,4,4,2,4,5,1,2,0,0
Ghana,GHA,142341220,0.722752275,1,26,3,5,1,2,1,1,1,2,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,1,1,1,2,2,1,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,2,2,1,2,,1,1,1,1,4,4,1,1,1,1,1,1
Ghana,GHA,141432031,0.522590304,1,38,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,7,,,1,2,2,1,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,154442489,0.625036842,1,26,1,5,1,1,1,1,1,,,3,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,5,2,2,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,1,,,2,1,3,3,2,1,,1,0,4,4,4,1,4,2,1,2,1,0
Ghana,GHA,123901696,1.26640224,1,50,2,2,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,2,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,4,3,,0,1,2,4,4,4,4,1,1,1,1,0
Ghana,GHA,139160818,0.504506027,2,18,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,1,1,2,1,2,5,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,168860226,1.18942522,2,21,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,,,,,,,1,1,1,1,1,2,,2,1,1,1,2,,2,2,1,2,2,2,1,,2,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,3,2,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,144340914,0.839494721,1,35,2,4,1,2,1,1,1,1,1,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,1,2,,1,1,2,,,,2,2,1,1,2,2,1,1,3,3,3,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,4,1,,1,1,4,4,4,1,1,1,1,2,1,1
Ghana,GHA,191014548,0.464381152,1,21,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,1,2,2,2,1,,2,1,1,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,1,1,4,4,4,4,1,1,1,1,1,1
Ghana,GHA,146084399,0.306325514,1,25,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,3,,1,0,4,4,4,4,4,5,1,2,1,0
Ghana,GHA,184529757,1.185121301,2,17,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,1,,0,0,4,4,4,4,4,5,1,1,0,0
Ghana,GHA,183823206,0.825800751,2,35,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,4,2,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,4,4,4,4,4,2,1,2,0,0
Ghana,GHA,156551914,0.376375302,1,25,2,1,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,2,2,,1,0,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,138432822,0.343339568,2,47,2,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,,,,,,,1,2,1,1,1,1,,1,1,1,2,1,,2,2,2,2,1,2,2,,4,2,1,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,1,4,3,4,4,1,1,1,1,1,1
Ghana,GHA,171804920,0.925947711,2,41,3,2,1,2,1,1,1,1,1,2,,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,2,2,2,2,1,,1,2,2,1,1,,,1,2,1,2,1,2,2,,,1,1,1,1,2,,,2,1,2,1,2,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,1,1,4,2,2,1,1,1,1,0
Ghana,GHA,208445042,0.806264067,2,28,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,1,,1,3,2,1,1,,,1,1,,,1,2,1,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,2,4,4,4,1,1,1,1,1,0
